,acc,loss,val_acc,val_loss
0,0.32206759875858754,1.4841443141459472,0.5723370329753773,1.0265346134410185
1,0.3753479064458881,1.2598488349800792,0.6375198599264997,0.9672018537839759
2,0.44135189133420377,1.1280300185884207,0.6295707395421681,0.9427408570326
3,0.4632206816322524,1.0747653247110887,0.6343402103513527,0.9281699459389776
4,0.4862822992190215,1.0356132563492413,0.6359300339544142,0.9172578240805476
5,0.5165009924005087,1.0044443032613568,0.6422893283666602,0.9037747373641579
6,0.532405549501093,0.9845457027257082,0.6550079716787051,0.8920187898963358
7,0.526043740762157,0.9705386514929133,0.6709062100783441,0.8810602346929723
8,0.5534791301780382,0.9462066727651517,0.6788553280936516,0.8657164001313227
9,0.565407550714125,0.9379448741378178,0.6868044461089591,0.8426280525795795
10,0.5852882798101983,0.9029771352620058,0.7042925057426356,0.8219768513935738
11,0.5789264403802026,0.9009045766551737,0.7329093894442996,0.8007119026017303
12,0.5944333980619078,0.8838963524010736,0.7360890366504227,0.7840397519034308
13,0.5988071700687674,0.8601010259292708,0.7456279782687917,0.7643128841025651
14,0.6230616320672614,0.8298559487458489,0.7567567434902222,0.7370469426123251
15,0.6361829030584862,0.822424974048114,0.7631160379024682,0.7124427175104903
16,0.642147118599704,0.8122645343985283,0.7694753323147141,0.693903807236773
17,0.6544731739264122,0.7793721171544039,0.7853736275709301,0.6767134140519535
18,0.6695825077193395,0.7659550396869955,0.7980922183854022,0.6635944005605336
19,0.6759443459643522,0.7609449630940174,0.7980922183854022,0.6492954730418983
20,0.6811133248668542,0.7337230449879383,0.7980922183854022,0.6317737401005573
21,0.6906560598974436,0.7266062118898092,0.7965023947823408,0.6136421329076794
22,0.6922465133856589,0.7158892216312719,0.7996820419884638,0.6025049079014122
23,0.68986084541791,0.7111534727496608,0.8028616891945868,0.5949710581943227
24,0.7089463017332862,0.6989574387343693,0.8028616891945868,0.588563709456136
25,0.7053677936197512,0.6845716150333109,0.8028616891945868,0.5769954919815063
26,0.701789253748672,0.6862205599932737,0.8028616891945868,0.5677116261188101
27,0.7180914372857475,0.6741550152391848,0.8060413364007097,0.55976371024106
28,0.7308151247961147,0.6481984506544488,0.8044515127976483,0.5523584342912574
29,0.716103366544659,0.6643004411494519,0.8044515127976483,0.5452389911362022
30,0.7371769477548467,0.6414033806110708,0.8044515127976483,0.5389234796995579
31,0.7403578614856804,0.6168857402877352,0.8028616895736306,0.5333392931850233
32,0.7316103417641125,0.6170383593434131,0.8044515131766922,0.5263329164401905
33,0.7395626346823235,0.6074117391294324,0.8092209839858766,0.5195369967785094
34,0.7491053722013773,0.603776035441556,0.8124006308129558,0.5116879827267414
35,0.751093436306561,0.5987842521421004,0.8139904544160173,0.503229917611909
36,0.7467196832594293,0.6012841467828921,0.8139904544160173,0.4969567673574002
37,0.7566600338839158,0.5976342996119505,0.8155802780190787,0.49202524080564564
38,0.7578528762811695,0.5786035137906463,0.8171701016221403,0.48810156417006717
39,0.7506958237936198,0.5743252591157766,0.8171701016221403,0.4840631277458846
40,0.7510934373730457,0.5787056695158865,0.8187599252252018,0.478419244763203
41,0.7570576612091444,0.5670695147267867,0.8171701016221403,0.4755245777874569
42,0.7646123251431505,0.5484733415645349,0.8219395724313248,0.46915249254062935
