,acc,loss,val_acc,val_loss
0,0.4458648573472112,1.176557765565589,0.6590197892457527,0.9260405492857177
1,0.5557004934715721,1.0196971346247827,0.6590197892457527,0.8944003751678188
2,0.5797025877005619,0.9633475897083884,0.6590197892457527,0.8825686603194108
3,0.6052700332148467,0.9221886225820303,0.6600625411188764,0.8631055854781452
4,0.6112705463844337,0.8969175136652249,0.6621480638839157,0.8351528173442677
5,0.6185755248079715,0.8764286712725605,0.6736183710341906,0.8124121042809471
6,0.6256196088807066,0.8497495907515544,0.6819603951556591,0.7875987752510684
7,0.652491514050802,0.8099831562890666,0.6871741512271734,0.7551909135703125
8,0.6530132996889807,0.7880555154168198,0.6976016758007849,0.7243160754597597
9,0.6506652597997881,0.7690657622472692,0.7101147074147484,0.7021382286352211
10,0.6582311468960379,0.7415978565963727,0.716371212065282,0.6751111111253096
11,0.6655361344787554,0.7298415960389766,0.7174139672325103,0.642743256591781
12,0.665536133747887,0.69899548569579,0.7194994801152361,0.6185079511561906
13,0.6811896632397545,0.6706349769460915,0.726798739932998,0.5910294369189408
14,0.693973382692439,0.6462035605374373,0.734098033748404,0.5688418356917324
15,0.6890164445157527,0.6282334651612377,0.7476538205295956,0.5444511756285388
16,0.7007565767529301,0.6127124240589366,0.7591240845457481,0.5243771681571777
17,0.7078006850220719,0.5851053326832168,0.775808132788685,0.5024183041671518
18,0.7171927983786336,0.5711703078883017,0.7747653651908739,0.48698868437032133
19,0.7276284907089958,0.5549234747264642,0.7789363726833689,0.4748991036067044
20,0.7315418800796382,0.5428941083147232,0.7872784216660031,0.4635290689960635
21,0.7370206214664439,0.5216859661347867,0.7966632009546998,0.45387553910766576
22,0.7518914668795772,0.509634003513574,0.797705956121928,0.4467254924637433
23,0.7521523651490782,0.4923349051478013,0.8196037480057964,0.43991805906713444
24,0.7610226913124222,0.49299670853441885,0.8248175139596241,0.43171057378537214
25,0.7688494662594118,0.47787006364582785,0.8352450601002969,0.4235046735583058
26,0.7576311009999451,0.4805538631001808,0.8435870842217653,0.4159350265924575
27,0.7672841072611233,0.46377433401437956,0.8529718569222531,0.4085452435411925
28,0.769632144802207,0.45609518887167527,0.8581856064055585,0.4021127123902314
29,0.7816331840793054,0.45282934269798103,0.8613138777496171,0.3960440541705946
30,0.779806932720664,0.447838007602933,0.8654848885362165,0.3895915158411509
31,0.7865901509775619,0.4316067629684022,0.8665276338211314,0.3823049034266825
32,0.7792851467248263,0.4390489388905522,0.8706986347254175,0.37597625894516673
33,0.7923297671527798,0.4248157362853333,0.8748696422179125,0.3675916560685672
34,0.8009392208136189,0.41875566321721813,0.8769551649829519,0.3588618423257555
35,0.7944169143084101,0.4135455442662964,0.8779979135619711,0.35055647363130693
36,0.8108531113800479,0.4010062818035207,0.879040658846886,0.3426404981033894
37,0.8038090313970654,0.41180982643059516,0.8832116820640683,0.33530506960915574
38,0.8092877573734346,0.3950773155505745,0.8821689111721528,0.3299477919547724
39,0.8163318381961382,0.3928123096122214,0.884254433937192,0.3242851878293985
40,0.8238977193987901,0.37937279203807034,0.8905109385877257,0.31617483692447634
41,0.8173754125359225,0.37923509848201803,0.8905109418818302,0.3105087045956951
42,0.8238977283713651,0.3770181547715276,0.891553693754954,0.3056579377964465
43,0.8306809247799651,0.35833451749760337,0.8946819460802208,0.29920363898570645
